0,1200,1600
0,300,450
0,1200,800
0,778,583
0,533,800
0,700,438
1,240,150
1,320,240
1,300,450
0,883,1280
1,133,200
0,700,450
0,700,569
0,1280,720
0,683,1024
0,700,450
0,532,800
1,240,150
1,133,200
1,133,200
1,133,200
1,132,200
0,700,450
1,600,200
0,800,600
0,300,450
0,276,207
0,532,800
0,533,800
0,300,450
0,399,600
0,533,800
0,533,800
0,399,600
0,300,450
0,676,682
0,720,364
0,133,200
0,640,480
0,690,900
0,683,1024
0,683,1024
0,532,800
0,532,800
0,300,450
1,240,150
1,240,150
1,300,450
0,1600,1200
0,720,960
0,533,800
1,133,200
0,800,450
0,700,450
0,700,450
1,133,200
1,133,200
1,300,450
0,525,790
1,168,224
0,533,800
0,800,1200
1,133,200
0,700,450
0,682,1024
1,240,150
0,1015,980
0,1100,766
1,300,450
1,300,450
1,240,150
0,700,450
1,133,200
1,700,450
1,683,1024
1,800,1200
0,240,150
1,133,200
0,300,450
1,300,450
1,240,150
0,723,964
0,533,800
1,240,150
0,399,600
0,532,800
0,533,800
0,540,396
1,133,200
0,683,1024
0,532,800
0,700,450
1,133,200
0,700,450
0,616,1008
0,920,1380
0,1024,675
0,300,450
0,533,800
0,640,1136
0,550,825
1,133,200
0,600,338
0,533,800
1,300,450
0,700,500
0,1280,875
1,300,450
0,683,1024
0,700,450
0,1280,877
0,720,1087
1,133,200
0,532,800
0,700,450
0,790,280
0,1280,793
0,700,450
0,850,1202
1,132,200
1,300,450
0,683,1024
1,240,150
0,700,450
0,600,337
0,683,1024
0,533,800
0,700,450
1,300,450
1,300,450
0,1280,720
1,600,200
0,945,1440
0,533,800
1,600,200
1,300,450
0,644,1183
1,300,450
1,300,450
1,168,224
1,133,200
1,790,280
1,800,450
1,300,450
0,768,1024
1,300,450
1,133,200
1,790,280
0,800,533
1,300,450
1,240,150
0,532,800
0,600,800
0,800,1200
1,240,150
1,240,150
1,600,338
0,533,800
1,133,200
1,133,200
0,675,900
1,240,150
1,300,450
0,533,800
1,132,200
1,240,150
1,300,450
1,245,160
1,133,200
1,434,306
1,133,200
0,533,800
0,533,800
1,240,150
1,1024,768
0,682,1024
1,133,200
0,533,800
0,533,800
1,300,300
0,700,450
1,240,150
0,673,682
0,683,1024
1,100,150
0,790,280
0,300,450
0,589,532
0,640,853
0,683,1024
0,532,800
0,683,1024
0,700,450
0,700,450
0,533,800
1,320,240
0,570,855
1,240,150
0,683,1024
0,700,450
0,300,450
0,1024,683
1,133,200
0,700,450
0,533,800
0,300,450
0,300,450
1,133,200
1,240,150
1,132,200
0,533,800
0,1280,814
0,533,800
0,1024,668
0,700,450
1,240,150
0,532,800
0,600,498
1,133,200
1,133,200
0,300,450
1,240,150
0,300,450
0,532,800
0,640,967
0,700,450
0,800,1192
0,533,800
0,532,800
1,300,450
0,532,800
1,111,167
0,700,450
0,800,531
0,532,800
0,683,1024
0,300,450
0,700,450
0,760,660
1,133,200
1,133,200
0,1280,847
1,133,200
1,400,300
0,700,450
0,1000,1497
0,700,450
1,320,240
1,320,240
0,700,1050
0,791,683
1,320,240
0,700,489
1,320,240
0,773,800
0,1024,768
1,320,240
0,700,450
1,300,300
0,800,600
1,320,240
0,1000,667
0,1632,1224
1,300,300
1,320,240
1,300,300
1,320,240
1,320,240
1,320,240
0,700,500
0,700,500
0,300,450
0,1280,925
1,320,240
1,300,450
0,700,500
1,320,240
0,700,450
0,532,800
